Epoch,Training_Loss,Validation_Loss,Avg_BPM_Error,Max_BPM_Error,Learning_Rate
1,0.4036136671900749,0.22789579033851623,26.8927001953125,63.43799591064453,0.00010000000000000005
2,0.1711536668241024,0.1412437826395035,24.572132110595703,51.46746826171875,0.00010001587583240059
3,0.16276863738894462,0.13217248320579528,24.534170150756836,42.31719970703125,0.00010006350220941507
4,0.14560846015810966,0.12652195990085602,25.61564064025879,35.81535339355469,0.00010014287577056209
5,0.14228886887431144,0.12379837334156037,24.838727951049805,40.15437316894531,0.00010025399091530187
6,0.13984995260834693,0.12423123568296432,24.615917205810547,41.97004699707031,0.00010039683980343306
7,0.13892812356352807,0.12621221095323562,24.917213439941406,39.030555725097656,0.00010057141235564424
8,0.1325310155749321,0.12629813700914383,24.931781768798828,38.95387268066406,0.00010077769625422618
9,0.12829071879386902,0.1252956584095955,24.484708786010742,43.295143127441406,0.00010101567694394077
10,0.12908664867281913,0.12644856572151184,24.347448348999023,44.50292205810547,0.00010128533763304761
11,0.12494008541107178,0.13217174708843232,24.356287002563477,47.76310729980469,0.00010158665929448953
12,0.12765463963150978,0.12973922938108445,24.290557861328125,46.55437469482422,0.00010191962066723452
13,0.128066498786211,0.13310077637434006,24.367916107177734,48.112091064453125,0.00010228419825777599
14,0.14047455787658691,0.13393381983041763,24.38427734375,48.25227355957031,0.00010268036634179095
15,0.12587448731064796,0.13021295815706252,24.325275421142578,46.804649353027344,0.00010310809696595434
16,0.12398304715752602,0.12649163156747817,24.381208419799805,44.24720001220703,0.00010356735994991194
17,0.12111560404300689,0.12534861415624618,24.59406852722168,42.115142822265625,0.0001040581228884097
18,0.12313163429498672,0.12584909945726394,24.563793182373047,42.35545349121094,0.00010458035115358034
19,0.12918125092983246,0.12629507333040238,24.44792938232422,43.531890869140625,0.0001051340078973863
20,0.12214642539620399,0.12719129472970964,24.303516387939453,44.79296112060547,0.0001057190540542203
21,0.13182965144515038,0.12892610281705857,24.281982421875,45.77470397949219,0.00010633544834366129
22,0.13237058371305466,0.12783298641443253,24.300996780395508,44.98081970214844,0.00010698314727338734
23,0.13009162470698357,0.12773192971944808,24.317657470703125,44.79719543457031,0.00010766210514224421
24,0.13227277919650077,0.12702280580997466,24.35129165649414,44.377838134765625,0.00010837227404347078
25,0.12775581926107407,0.12654833495616913,24.34135627746582,44.46209716796875,0.00010911360386807814
26,0.12301126047968865,0.12692826390266418,24.311565399169922,44.77118682861328,0.0001098860423083863
27,0.12497162371873856,0.1258597880601883,24.399211883544922,43.886451721191406,0.00011068953486171381
28,0.11569958254694938,0.12542594522237777,24.458425521850586,43.29596710205078,0.00011152402483422528
29,0.1177432045340538,0.12576087117195128,24.434307098388672,43.56568908691406,0.00011238945334492926
30,0.12014264911413193,0.12698260247707366,24.377613067626953,44.14655303955078,0.00011328575932983509
31,0.12127284854650497,0.1278247892856598,24.31082534790039,44.803260803222656,0.00011421287954625986
32,0.11389724388718606,0.1283334821462631,24.290203094482422,45.287559509277344,0.00011517074857729189
33,0.11451666727662087,0.12694871723651885,24.336776733398438,44.52867126464844,0.00011615929883640572
34,0.11622152626514434,0.1245088204741478,24.534351348876953,42.555023193359375,0.0001171784605722314
35,0.1184766262769699,0.12649458795785903,24.40140724182129,43.862274169921875,0.00011822816187347616
36,0.12100470885634422,0.12723812311887742,24.32025718688965,44.728546142578125,0.000119308328673998
37,0.11406592726707458,0.12809858918190004,24.28616714477539,45.32318878173828,0.0001204188847580322
38,0.12725733146071433,0.12867801487445832,24.285503387451172,45.639739990234375,0.00012155975176556845
39,0.11343066543340682,0.12953879833221435,24.27813148498535,46.086753845214844,0.00012273084919788067
40,0.11964578106999398,0.12936865389347077,24.275012969970703,45.910400390625,0.00012393209442320644
41,0.10813020654022694,0.13073949217796327,24.299114227294922,46.25360870361328,0.00012516340268257735
42,0.11529455184936524,0.13046233654022216,24.298599243164062,45.95832824707031,0.00012642468709579983
43,0.12975941672921182,0.12872347384691238,24.297046661376953,45.464263916015625,0.0001277158586675852
44,0.11394038796424866,0.1275755286216736,24.28656578063965,45.022682189941406,0.00012903682629382917
45,0.11723127588629723,0.12741203159093856,24.29214096069336,44.89292907714844,0.00013038749676803994
46,0.11299321055412292,0.1281774327158928,24.285991668701172,45.10356903076172,0.0001317677747879149
47,0.11333198323845864,0.12793218195438386,24.311115264892578,44.79508972167969,0.00013317756296206537
48,0.11989548504352569,0.12847668975591658,24.277971267700195,45.13218688964844,0.00013461676181688762
49,0.12351670116186142,0.1286577343940735,24.27293586730957,45.3282470703125,0.00013608526980358256
50,0.11225796714425088,0.12759723216295243,24.317977905273438,44.66481018066406,0.00013758298330532066
51,0.11510539278388024,0.12732277512550355,24.32435417175293,44.61543273925781,0.00013910979664455262
52,0.11611200422048569,0.12720902413129806,24.323652267456055,44.61114501953125,0.00014066560209046678
53,0.117148157954216,0.12821365445852279,24.293354034423828,45.19799041748047,0.00014225028986658973
54,0.11551161631941795,0.12970338761806488,24.28458023071289,45.63292694091797,0.00014386374815853224
55,0.11572768315672874,0.13195725232362748,24.31007957458496,46.34148406982422,0.00014550586312187918
56,0.1202361136674881,0.1326576679944992,24.318096160888672,46.574241638183594,0.00014717651889022197
57,0.11574019826948642,0.1319510281085968,24.29650115966797,46.12664794921875,0.00014887559758333397
58,0.10863846838474274,0.1318994626402855,24.318418502807617,46.62367248535156,0.0001506029793154883
59,0.11595751829445362,0.1313050240278244,24.307575225830078,46.61238098144531,0.00015235854220391654
60,0.10514462366700172,0.12893392592668534,24.287322998046875,45.82489013671875,0.00015414216237740917
61,0.11176526919007301,0.12861249297857286,24.290056228637695,45.66304016113281,0.00015595371398505501
62,0.11681999415159225,0.12886386066675187,24.2877197265625,45.560523986816406,0.00015779306920512225
63,0.11224789917469025,0.13002693504095078,24.28549575805664,45.63762664794922,0.0001596600982540767
64,0.11658037528395652,0.13178068697452544,24.319570541381836,46.532997131347656,0.0001615546693957393
65,0.1126783587038517,0.13372517824172975,24.350828170776367,47.2041015625,0.0001634766489505815
66,0.11294963210821152,0.13366873413324357,24.353450775146484,47.286231994628906,0.00016542590130515776
67,0.11026985421776772,0.13398703634738923,24.358501434326172,47.39118194580078,0.00016740228892167368
68,0.11450767368078232,0.13366788178682326,24.350221633911133,47.262367248535156,0.00016940567234769127
69,0.117795167863369,0.13186805695295334,24.28997230529785,46.06611633300781,0.00017143591022596855
70,0.11256096065044403,0.13085596561431884,24.28713607788086,45.12462615966797,0.00017349285930443265
71,0.11342043653130532,0.13071015626192092,24.290735244750977,45.09565734863281,0.00017557637444628928
72,0.11488830894231797,0.13353163599967957,24.32854652404785,46.765899658203125,0.0001776863086402617
73,0.11299601420760155,0.1358279600739479,24.391769409179688,48.02647399902344,0.00017982251301096504
74,0.11348877102136612,0.13708998411893844,24.411754608154297,48.579017639160156,0.00018198483682940996
75,0.11730493754148483,0.13483903259038926,24.3454532623291,47.245849609375,0.0001841731275236386
