Epoch,Training_Loss,Validation_Loss,Avg_BPM_Error,Max_BPM_Error,Learning_Rate
1,0.1799559931863438,0.15313027799129486,65.59309387207031,102.82147216796875,1.9999999999999998e-05
2,0.17323279787193646,0.15352411568164825,70.02029418945312,106.95967864990234,2.0006145399171528e-05
3,0.16816607930443503,0.15255849063396454,75.07849884033203,111.46450805664062,2.002458128196993e-05
4,0.1627718752080744,0.15286803990602493,78.97904205322266,114.853515625,2.0055306704263004e-05
5,0.15747221356088464,0.15415003150701523,81.12283325195312,117.52188110351562,2.0098320092551013e-05
6,0.1644949344071475,0.15534881502389908,82.62290954589844,119.3814697265625,2.0153619244046904e-05
7,0.15851716155355627,0.15639075636863708,83.92365264892578,121.11271667480469,2.0221201326789233e-05
8,0.1557986235076731,0.15710027515888214,85.09407043457031,122.56697082519531,2.0301062879787553e-05
9,0.15344559875401584,0.15726307779550552,86.2986831665039,123.5311508178711,2.0393199813199087e-05
10,0.1505016488107768,0.15746041387319565,87.3338851928711,124.75831604003906,2.049760740853847e-05
11,0.15220192887566306,0.1578255519270897,88.28907012939453,125.9936294555664,2.0614280318919677e-05
12,0.15288619968024167,0.15821562707424164,89.17848205566406,127.16302490234375,2.0743212569329097e-05
13,0.14837453311139887,0.158486969769001,90.06266784667969,128.33041381835938,2.0884397556932238e-05
14,0.14887666634537958,0.15866193175315857,91.04204559326172,129.61697387695312,2.1037828051411627e-05
15,0.14905744791030884,0.15903663635253906,91.86933898925781,130.62408447265625,2.120349619533701e-05
16,0.14782979678023944,0.159189835190773,92.7636489868164,131.69961547851562,2.1381393504567585e-05
17,0.1461721590974114,0.1593736708164215,93.65141296386719,132.7126922607422,2.1571510868687103e-05
18,0.14891064708883112,0.15959682315587997,94.72069549560547,133.82321166992188,2.1773838551469686e-05
19,0.14646809751337225,0.15980756282806396,95.3894271850586,134.55233764648438,2.198836619137878e-05
20,0.14236075702038678,0.16020357608795166,95.98388671875,135.16793823242188,2.2215082802098094e-05
21,0.1477798887274482,0.16050726920366287,96.7289810180664,135.92970275878906,2.245397677309353e-05
22,0.14879496598785574,0.16100344061851501,97.53582000732422,136.61520385742188,2.2705035870208422e-05
23,0.14505317400802265,0.1614750772714615,98.21062469482422,137.3030242919922,2.2968247236289602e-05
24,0.14501934430815958,0.16185739636421204,98.82255554199219,137.9248504638672,2.324359739184627e-05
25,0.14261911470781674,0.16227001696825027,99.3830795288086,138.47262573242188,2.3531072235739934e-05
26,0.1459127583286979,0.16272608935832977,100.02201843261719,139.0848388671875,2.3830657045906527e-05
27,0.14651780372316187,0.1631193533539772,100.76713562011719,139.8639373779297,2.4142336480110864e-05
28,0.1453612514517524,0.16343405097723007,101.52599334716797,140.66256713867188,2.4466094576731815e-05
29,0.14558075774799695,0.1639285311102867,102.1029052734375,141.26083374023438,2.480191475557979e-05
30,0.1435617276213386,0.16402815282344818,102.60395812988281,141.79171752929688,2.5149779818746062e-05
31,0.14045869491317056,0.16407510638237,103.25362396240234,142.45773315429688,2.550967195148339e-05
32,0.1436347013170069,0.16440538316965103,103.76750946044922,143.03317260742188,2.588157272311834e-05
33,0.14320513199676166,0.16492067277431488,103.80223083496094,143.2521514892578,2.6265463087995068e-05
34,0.14357750930569388,0.1657346934080124,103.64423370361328,143.2279052734375,2.66613233864509e-05
35,0.14316240427168933,0.16617298126220703,103.8703384399414,143.6253204345703,2.7069133345822944e-05
36,0.14153102311221036,0.1662823110818863,104.01974487304688,144.08596801757812,2.7488872081486173e-05
37,0.14217846501957287,0.16672608256340027,104.4892807006836,144.67591857910156,2.792051809792336e-05
38,0.14004932276227258,0.16799869388341904,104.8727798461914,145.14833068847656,2.83640492898256e-05
39,0.14254873313687064,0.168133445084095,105.50731658935547,145.87155151367188,2.8819442943224386e-05
40,0.1457203592766415,0.16796551644802094,106.11190032958984,146.36729431152344,2.928667573665484e-05
41,0.14293251931667328,0.16766422241926193,106.73216247558594,147.07736206054688,2.9765723742350024e-05
42,0.13886893540620804,0.1674042046070099,107.64970397949219,147.93399047851562,3.0256562427466677e-05
43,0.1418314284899018,0.1669696643948555,107.74510192871094,148.17654418945312,3.0759166655340944e-05
44,0.13717921687798065,0.16696681827306747,107.86012268066406,148.17605590820312,3.127351068677608e-05
45,0.1386491358280182,0.16702701896429062,108.37364196777344,148.4033203125,3.179956818136063e-05
46,0.13902310620654712,0.16740816831588745,109.38751983642578,148.7069091796875,3.2337312198817104e-05
47,0.13920171152461658,0.16768861562013626,110.07158660888672,149.4564208984375,3.2886715200381865e-05
48,0.13938978449864822,0.16768139600753784,111.14356994628906,150.7516632080078,3.344774905021528e-05
49,0.14176476543599908,0.164594367146492,111.38536071777344,149.5128631591797,3.402038501684279e-05
50,0.1411877924745733,0.16215217113494873,111.93035125732422,149.09912109375,3.460459377462602e-05
51,0.13340020857074045,0.1615135744214058,111.47772979736328,148.91412353515625,3.520034540526498e-05
52,0.13539627939462662,0.1604461967945099,111.0655517578125,149.73504638671875,3.580760939932967e-05
53,0.13404400037093597,0.16016574949026108,110.92139434814453,150.18392944335938,3.6426354657823176e-05
54,0.13119232586838983,0.1612020954489708,111.84913635253906,150.04208374023438,3.705654949377377e-05
55,0.1338525956327265,0.1600029170513153,112.19487762451172,149.51318359375,3.769816163385801e-05
